Eng,Beng
I don't want to be here.,আমি এখানে থাকতে চাই না।
I don't want to eat now.,আমি এখন খেতে চাই না।
I don't want to go back.,আমি ফিরে যেতে চাই না।
I don't want to go home.,আমি বাড়ি যেতে চাই না।
I fell in love with him.,আমি ওনার প্রেমে পড়ে গেলাম।
I fell in love with him.,আমি তার প্রেমে পড়ে গেলাম।
I fell in love with him.,আমি ওর প্রেমে পড়ে গেলাম।
I finally found my keys.,আমি অবশেষে আমার চাবিগুলো পেয়েছি।
I had some things to do.,আমার কিছু কাজ করার ছিল।
I have an older brother.,আমার এক দাদা আছে।
I have finished my work.,আমি আমার কাজ শেষ করেছি।
I have hardly any money.,আমার কোনো টাকা নেই বললেই চলে।
I hope you'll pardon me.,আশা করি আপনি আমায় ক্ষমা করবেন।
I know all my neighbors.,আমি আমার সব প্রতিবেশীকে চিনি।
I know why you're upset.,তোমার মন খারাপ কেন আমি জানি।
I missed the 7:00 train.,আমি ৭ঃ০০টার ট্রেনটা ধরতে পারিনি।
I only have one blanket.,আমার কাছে মাত্র একটাই কম্বল আছে।
I want something to eat.,আমি কিছু খেতে চাই।
I would like to eat now.,আমি এখন খেতে চাই।
I'll be back by evening.,আমি সন্ধ্যার আগে ফিরে আসবো।
I'll be back in a month.,আমি এক মাসের মধ্যে ফিরে আসবো।
I'll never tell anybody.,আমি কখনই কাউকে বলবো না।
I'll see you next month.,আমি আপনার সঙ্গে আগামী মাসে দেখা করব।
I'm at a loss for words.,আমি কোনো শব্দ খুজে পাচ্ছি না।
I'm just looking around.,আমি একটু ঘুরে ঘুরে দেখছি।
I'm now able to do that.,আমি এখন ওটা করতে পারবো।
I'm really disappointed.,আমি সত্যিই হতাশ হয়েছি।
I've forgotten her name.,আমি তার নাম ভুলে গেছি।
I've forgotten her name.,আমি ওনার নাম ভুলে গেছি।
I've forgotten her name.,আমি ওর নাম ভুলে গেছি।
I've forgotten his name.,আমি তার নাম ভুলে গেছি।
I've forgotten his name.,আমি ওনার নাম ভুলে গেছি।
I've forgotten his name.,আমি ওর নাম ভুলে গেছি।
Is everything all right?,সবকিছু ঠিক আছে তো?
Is your husband at home?,আপনার স্বামী কি বাড়িতে আছেন?
It's a misunderstanding.,একটা ভুল বোঝাবুঝি হয়েছে।
It's unfortunately true.,দুর্ভাগ্যবশতভাবে এটা সত্যি।
Japan is close to China.,জাপান চীনের কাছাকাছি অবস্থিত।
Keep an eye on the door.,দরজার দিকে নজর রাখুন।
Keep an eye on the door.,দরজার দিকে নজর রাখো।
Keep an eye on the door.,দরজার দিকে নজর রাখ।
